images,predicted label,real label
20230513_115257-43195698-57f5-4b5a-b0b1-71e0ba511b4a-cutout.jpg,tut 37,VY589
20230513_115257-47913ec0-2201-41cf-9ca0-985765caee04-cutout.jpg,tut 37,TU737
20230513_115257-7e8e3030-6145-4066-9f2e-57a43a45e501-cutout.jpg,tutor,TU737
20230513_115257-8ebf1c3c-68c8-4965-8344-2dd9471b31de-cutout.jpg,1st,TU737
20230513_115257-bce04851-ec1d-4150-b0d7-fbe9dd0e82ed-cutout.jpg,tutor,737
20230513_115257-c799778b-ee1f-473b-980f-2fe01965c498-cutout.jpg,1st,TU737
20230513_122758-02798c06-5918-482c-a2b7-017922fc8a8e-cutout.jpg,ago,737
20230513_122758-254ee48f-a4a6-4dcc-b110-b6adfcb91f0f-cutout.jpg,ago,496
20230513_122758-2c202a6d-d608-4d6a-98e1-d6854b204ec3-cutout.jpg,ago,496
20230513_122758-3ab9ac22-2951-4452-b8f2-c6a81ac90b70-cutout.jpg,ago,496
20230513_122758-3c2bf92d-00ca-47f6-9b0b-ad164f7d5866-cutout.jpg,ago,496
20230513_122758-73c86e0f-328c-4537-8846-cd6d66f20bcc-cutout.jpg,ago,496
20230513_122758-d6bce1fe-d11b-477a-b0fa-933bb4dc1125-cutout.jpg,ago,496
20230513_122758-e9480e5c-c957-45d5-84cc-7c5239956024-cutout.jpg,ago,496
20230513_122808-056b0873-2439-4676-b5f7-4f07fdfc61d6-cutout.jpg,ago,496
20230513_122808-44990edf-81d2-4ea4-b221-1f53442ec15b-cutout.jpg,ago,496
20230513_122808-5e57afd5-f764-4f3f-a1bd-545794c9534f-cutout.jpg,ago,496
20230513_122808-80396321-7e95-4168-8623-0a2a0e315c91-cutout.jpg,ago,496
20230513_122808-8e0fa1e2-235f-4330-b562-9fb6781ece36-cutout.jpg,ago,496
20230513_122808-b7a1efdb-8f7a-4496-b754-07312ff91e5a-cutout.jpg,ago,496
20230513_122808-ca636a59-f0a4-4f04-829e-7c56d285493e-cutout.jpg,ago,496
20230513_122808-d60286c3-5140-443b-8181-73a37a16d3a2-cutout.jpg,ago,496
20230513_122808-e9101901-3200-4da1-b909-8290038e6728-cutout.jpg,ago,496
20230513_122808-eba5f3e3-8849-49b7-bffb-150950402d96-cutout.jpg,ago,496
20230513_122817-0347a319-7c05-4666-ad8a-57c062068ea6-cutout.jpg,ago,496
20230513_122817-2e8495b7-31b8-48f0-bd2d-dfc8a06471b2-cutout.jpg,ago,496
20230513_122817-5153e01f-8f50-4cb5-9970-0cec44da5170-cutout.jpg,ago,496
20230513_122817-565078d5-b6a2-49ed-a1d8-b116d3a68e7b-cutout.jpg,ago,496
20230513_122817-70fff80a-deec-48bd-a3b4-63c892ba544e-cutout.jpg,ago,496
20230513_122817-84440236-32c7-4117-9e18-c11097072a3c-cutout.jpg,ago,496
20230513_122817-92844438-6e6f-4afe-b064-7db2bdf3acb2-cutout.jpg,ago,496
20230513_122817-976efda5-3cee-490a-b17c-18d18bbf2143-cutout.jpg,ago,496
20230513_122817-aef4a6f0-5846-465b-ba2e-89abed05f959-cutout.jpg,ago,496
20230513_122817-e3111353-2976-4f52-b37a-09556e7ea357-cutout.jpg,ago,496
20230513_122825-11038511-cf10-4cfd-8ebd-6c5fdc2d99d8-cutout.jpg,ago,496
20230513_122825-2fc036c2-fefb-4ff9-a0d8-d3279bcda572-cutout.jpg,ago,496
20230513_122825-3fcf6098-f940-4cb2-8c9e-5970a8cb58c3-cutout.jpg,ago,496
20230513_122825-689fa2d4-204b-40ec-909b-6c1e4240052a-cutout.jpg,ago,496
20230513_122825-6979fd49-5942-4052-b810-aacf041812f8-cutout.jpg,ago,496
20230513_122825-ad2d9f51-7ea7-4344-89bd-69c9713a8979-cutout.jpg,ago,496
20230513_122825-b1ff7284-1de4-4267-9eb9-7b4330fad7d7-cutout.jpg,ago,496
20230513_122825-d5f35538-e17e-4ebc-ada3-3298cda150de-cutout.jpg,ago,496
20230513_122825-e59f2d82-a379-4648-8068-13c84b1b129e-cutout.jpg,ago,496
20230513_122825-fe2523ae-3d54-4423-b2e9-671b0defb189-cutout.jpg,ago,496
20230513_122835-1f9eeb42-0ae6-4f31-8fbf-d0820f1b7683-cutout.jpg,"ago,",496
20230513_122835-270ebc4b-27f9-4193-84cd-66925aa10c81-cutout.jpg,ago,496
20230513_122835-36ba7790-b683-42e0-9730-04f17ff59b8f-cutout.jpg,ago,496
20230513_122835-406b0aa3-7590-4b17-af44-161cca7a4ccc-cutout.jpg,ago,496
20230513_122835-5d520322-f20d-4249-9801-9e8fcfa97c0f-cutout.jpg,"ago,",496
20230513_122835-8cc7ea8e-2bc7-4409-a7cc-5b079468ef01-cutout.jpg,ago,496
20230513_123540-3a03a2d8-8ee1-4d83-9aec-c9d991a70ccc-cutout.jpg,t2597,496
20230513_123540-3e0fdb25-12bc-4432-9b3c-2a853c2f12c3-cutout.jpg,t2597,TZ597
20230513_123540-3fa8d17d-9d0f-4e38-8c13-e5e49f35f342-cutout.jpg,t2597,TZ597
20230513_123540-41da5a54-6093-4b6e-b015-ce3f1d27d9d8-cutout.jpg,t2597,TZ597
20230513_123540-6ef9d5f8-eec4-484a-9c62-45c30c22a745-cutout.jpg,t2597,TZ597
20230513_123540-723ef1d2-8ea1-4c65-8e0d-1a005b4af58c-cutout.jpg,t2597,TZ597
20230513_123540-895fa3d4-067c-4ec1-9d3f-89c279c1ce62-cutout.jpg,t2597,TZ597
20230513_123540-b17d3072-5fc6-42d9-be73-6999e0610a67-cutout.jpg,t2597,TZ597
20230513_123540-b1b1aa2d-47a5-4c21-8e70-4b70885ab12a-cutout.jpg,t2597,TZ597
20230513_123540-ba0c6162-cec3-4c3c-9b43-f9612fbc2042-cutout.jpg,t2597,TZ597
20230513_124028-65e09530-c092-41ea-ac27-24a2842daa89-cutout.jpg,mes,TZ597
20230513_145820-1b2eb198-fbae-45a4-846e-4138e42762bb-cutout.jpg,impressionist,LM95
20230513_145820-3f3f42ac-590a-4094-8472-ddab7b7d45a1-cutout.jpg,impressionist,KEQ67
20230513_145820-58747c1c-71ee-49bd-9e4c-8c4bd1514eec-cutout.jpg,meaver.,KEQ67
20230513_145820-7fe59ccb-8156-45c3-b24f-ce01ba6122f5-cutout.jpg,treat,KEQ67
20230513_145820-b92d4711-d54b-406c-9f6e-af16ebb0f76c-cutout.jpg,meaver.,KEQ67
20230513_145820-ef4b4b7e-6c42-4cf1-8253-0a1fe5cb0f68-cutout.jpg,treat,KEQ67
20230513_151011-2d9bf316-6e63-4ed3-8c2b-1ba3de57f1db-cutout.jpg,avisza,KEQ67
20230513_151011-a78bad5e-acfd-475c-b2bb-7dd185ff5819-cutout.jpg,avisza,VY623
PTZ_motion_20230323_161540-GF629-af208ebf-c662-430f-a71e-1ad427caf8c9-cutout.jpg,uffriz,VY623
PTZ_motion_20230323_161540-GF629-e3217d85-574b-4eef-9350-0a5098ee3f37-cutout.jpg,urving,GF629
PTZ_motion_20230324_105255-VW873-08351ef1-c2ce-4d97-b1b9-61a74f6b4b35-cutout.jpg,vways,GF629
PTZ_motion_20230324_105255-VW873-b09cfb10-6797-4f99-a312-001d110b8228-cutout.jpg,viviera,VWB73
PTZ_motion_20230324_105255-VW873-e97d6fab-59ca-4ddb-80d6-b38cb91fa3c3-cutout.jpg,vways,VW873
PTZ_motion_20230325_161738-33174aff-2fe4-4677-801d-3190391e2872-cutout.jpg,treaties.,VW873
PTZ_motion_20230325_161738-bd7c2bc4-29ea-421b-9666-468122d523f1-cutout.jpg,terrettation,XR417
PTZ_motion_20230325_161738-f139c26c-9e09-4b98-b9cc-31f19e074dc0-cutout.jpg,extempt,XR417
PTZ_motion_20230325_161738-f927e634-bfb5-4c9b-970a-a22e79702773-cutout.jpg,terrettants,XR417
